feature_cap	train_domain	test_domain	train_n	test_n	train_responders	test_responders	selected_features	pseudocount	roc_auc	pr_auc	brier
50	Lee_Barcelona	Spencer_US	12	97	6	71	50	1.0246076956438827e-07	0.5422535211267605	0.7734104731510157	0.25554346122946087
50	Lee_Leeds	Frankel_US	18	39	10	24	50	1.0661815682701918e-07	0.38055555555555554	0.5790240960179728	0.254139058931635
50	Lee_Leeds	Gopalakrishnan_US	18	25	10	14	50	1.0661815682701918e-07	0.35064935064935066	0.5042903900690712	0.272231022961363
50	Lee_Leeds	Lee_Barcelona	18	12	10	6	50	1.0661815682701918e-07	0.888888888888889	0.8734126984126983	0.22067936902529586
50	Lee_Leeds	Lee_Manchester	18	25	10	12	50	1.0661815682701918e-07	0.3846153846153846	0.4145726495726496	0.27446994333635805
50	Lee_Leeds	Lee_PRIMM_NL	18	55	10	33	50	1.0661815682701918e-07	0.43939393939393934	0.6116303061305446	0.26333234274517414
50	Lee_Leeds	Lee_PRIMM_UK	18	54	10	33	50	1.0661815682701918e-07	0.5324675324675325	0.6360781386078317	0.24722554024311222
50	Lee_Leeds	Matson_US	18	38	10	14	50	1.0661815682701918e-07	0.4285714285714286	0.33334922337969114	0.2839126537830096
50	Lee_Leeds	Spencer_US	18	97	10	71	50	1.0661815682701918e-07	0.5612134344528711	0.7857998882393311	0.22375261720956552
50	Lee_Manchester	Frankel_US	25	39	12	24	50	5.636676092699121e-08	0.5361111111111112	0.6531683387870322	0.25460276262495857
50	Lee_Manchester	Gopalakrishnan_US	25	25	12	14	50	5.636676092699121e-08	0.577922077922078	0.6788575525904141	0.2581222152536425
50	Lee_Manchester	Lee_Barcelona	25	12	12	6	50	5.636676092699121e-08	0.5277777777777778	0.6527777777777778	0.26518270927329807
50	Lee_Manchester	Lee_Leeds	25	18	12	10	50	5.636676092699121e-08	0.2625	0.5125910119292473	0.27414048030001925
50	Lee_Manchester	Lee_PRIMM_NL	25	55	12	33	50	5.636676092699121e-08	0.349862258953168	0.51371728258846	0.27448997106748807
50	Lee_Manchester	Lee_PRIMM_UK	25	54	12	33	50	5.636676092699121e-08	0.6522366522366523	0.7092567122239655	0.23613188956954193
50	Lee_Manchester	Matson_US	25	38	12	14	50	5.636676092699121e-08	0.5267857142857142	0.3783446177771219	0.2493753586756171
50	Lee_Manchester	Spencer_US	25	97	12	71	50	5.636676092699121e-08	0.39761646803900325	0.6816583792300432	0.28519592039568054
50	Lee_PRIMM_NL	Frankel_US	55	39	33	24	50	2.1269490829764473e-07	0.43611111111111117	0.6024356575375625	0.26720252815424933
50	Lee_PRIMM_NL	Gopalakrishnan_US	55	25	33	14	50	2.1269490829764473e-07	0.487012987012987	0.5986965831229623	0.26463156181915864
50	Lee_PRIMM_NL	Lee_Barcelona	55	12	33	6	50	2.1269490829764473e-07	0.5	0.6203703703703703	0.25593397731328205
50	Lee_PRIMM_NL	Lee_Leeds	55	18	33	10	50	2.1269490829764473e-07	0.6375	0.6814194139194137	0.2234364058275609
50	Lee_PRIMM_NL	Lee_Manchester	55	25	33	12	50	2.1269490829764473e-07	0.35256410256410253	0.42732599028651663	0.28709927504670935
50	Lee_PRIMM_NL	Lee_PRIMM_UK	55	54	33	33	50	2.1269490829764473e-07	0.6984126984126984	0.8057554965560821	0.22020218022212448
50	Lee_PRIMM_NL	Matson_US	55	38	33	14	50	2.1269490829764473e-07	0.3958333333333333	0.3283093544599301	0.28668018599088063
50	Lee_PRIMM_NL	Spencer_US	55	97	33	71	50	2.1269490829764473e-07	0.4712892741061755	0.7252803476376133	0.2660396159686517
50	Lee_PRIMM_UK	Frankel_US	54	39	33	24	50	1.0701941407104337e-07	0.625	0.7428927005097982	0.24915267791554632
50	Lee_PRIMM_UK	Gopalakrishnan_US	54	25	33	14	50	1.0701941407104337e-07	0.7337662337662338	0.8206724822796252	0.2207729875306857
50	Lee_PRIMM_UK	Lee_Barcelona	54	12	33	6	50	1.0701941407104337e-07	0.19444444444444442	0.39252645502645506	0.2908664138570143
50	Lee_PRIMM_UK	Lee_Leeds	54	18	33	10	50	1.0701941407104337e-07	0.4124999999999999	0.5779749417249417	0.2691114320112324
50	Lee_PRIMM_UK	Lee_Manchester	54	25	33	12	50	1.0701941407104337e-07	0.5833333333333333	0.5376909864967646	0.24482370418578445
