scheme	held_out_group	mode	seed	prediction_type	debiasm_roc_auc	frozen_baseline_roc_auc	delta_roc_auc	debiasm_pr_auc	frozen_baseline_pr_auc	delta_pr_auc	debiasm_brier	frozen_baseline_brier	delta_brier
LODO	Lee_Leeds	standard_transductive	20260806	locked_downstream	0.5125	0.5125000000000001	-1.1102230246251565e-16	0.5656998556998558	0.5628427128427129	0.0028571428571428914	0.31452299272081286	0.3079940905993599	0.006528902121452962
LODO	Lee_Leeds	standard_transductive	20260806	embedded_DEBIASM	0.4125	0.5125000000000001	-0.10000000000000009	0.6130788166082283	0.5628427128427129	0.05023610376551535	0.2717351312158429	0.3079940905993599	-0.036258959383516975
LODO	Lee_Manchester	online_adaptive	20260802	locked_downstream	0.4551282051282052	0.39743589743589747	0.05769230769230771	0.5053291232761047	0.43548071575901703	0.06984840751708765	0.3679856149367371	0.3851776068788583	-0.017191991942121232
LODO	Lee_Manchester	online_adaptive	20260802	embedded_DEBIASM	0.42948717948717946	0.39743589743589747	0.03205128205128199	0.4435763511850469	0.43548071575901703	0.008095635426029868	0.2847127831340218	0.3851776068788583	-0.1004648237448365
LODO	Lee_Manchester	online_adaptive	20260803	locked_downstream	0.4551282051282052	0.39743589743589747	0.05769230769230771	0.5053291232761047	0.43548071575901703	0.06984840751708765	0.36594529408464366	0.3851776068788583	-0.019232312794214668
LODO	Lee_Manchester	online_adaptive	20260803	embedded_DEBIASM	0.46794871794871795	0.39743589743589747	0.07051282051282048	0.4635843116341838	0.43548071575901703	0.028103595875166754	0.28367236824901143	0.3851776068788583	-0.1015052386298469
LODO	Lee_Manchester	online_adaptive	20260804	locked_downstream	0.46153846153846156	0.39743589743589747	0.0641025641025641	0.5097934089903905	0.43548071575901703	0.07431269323137346	0.362900043340654	0.3851776068788583	-0.022277563538204315
LODO	Lee_Manchester	online_adaptive	20260804	embedded_DEBIASM	0.47435897435897434	0.39743589743589747	0.07692307692307687	0.46946666457536024	0.43548071575901703	0.0339859488163432	0.28790051720370413	0.3851776068788583	-0.0972770896751542
LODO	Lee_Manchester	online_adaptive	20260805	locked_downstream	0.46153846153846156	0.39743589743589747	0.0641025641025641	0.5097934089903905	0.43548071575901703	0.07431269323137346	0.36592392161131654	0.3851776068788583	-0.019253685267541787
LODO	Lee_Manchester	online_adaptive	20260805	embedded_DEBIASM	0.45512820512820507	0.39743589743589747	0.0576923076923076	0.45432505237492454	0.43548071575901703	0.01884433661590751	0.2857352144553262	0.3851776068788583	-0.09944239242353214
